movie_id,embedding_json,vector_norm,item_bias,positive_user_count,updated_at
57980,"[-0.142009, -0.282942, -0.068317, 1.264937, 0.345463, -0.720958, 0.284079, -0.133904, 0.556532, -0.360281, -1.31187, -0.942146, 0.103472, -0.415223, -0.557862, -0.073912, -0.131411, -0.207078, 0.798256, 0.793903, 0.225538, -0.654709, -0.057163, 1.155865, -0.106756, 0.399178, 0.705249, 0.942354, -0.322209, -0.952883, 0.525363, -0.009902]",3.461384,-1.545066,67,2026-06-28 10:05:07.79297
57991,"[0.285514, -0.30607, -0.216375, 0.211174, -0.326785, 0.240428, -0.015863, -0.208421, -0.196968, -0.138664, -0.159333, -0.132484, -0.129279, 0.042334, 0.011953, -0.12925, -0.163686, 0.056809, -0.390492, -0.592158, 0.673594, -0.106216, 0.239404, 0.057039, 0.204448, -0.316515, 0.235602, -0.342776, -0.091436, -0.135256, -0.317756, 0.092374]",1.456395,-0.244149,4,2026-06-28 10:05:07.79297
57996,"[-0.141742, -0.104667, -0.157857, 0.105102, -0.24391, 0.052319, 0.258823, -0.017003, 0.385047, 0.197974, -0.105086, 0.111824, -0.047547, 0.14989, 0.048955, -0.216253, -0.033916, -0.004308, -0.239501, -0.159667, -0.060922, -0.008195, 0.214355, 0.457248, -0.007293, 0.00135, 0.213018, -0.049373, -0.027329, -0.020793, 0.032802, -0.074032]",0.937999,-0.061086,1,2026-06-28 10:05:07.79297
58003,"[0.087391, -0.3381, 0.063529, 0.254386, -0.066281, -0.12996, -0.044326, 0.044748, 0.088148, 0.437201, -0.068929, -0.350083, -0.132771, 0.132143, -0.072787, 0.008839, -0.275939, -0.191393, -0.183195, -0.023609, 0.134565, -0.098533, 0.107674, 0.530289, -0.124841, 0.064847, 0.226273, -0.013376, 0.165713, -0.126949, -0.011833, 0.071457]",1.081728,0.076713,2,2026-06-28 10:05:07.79297
58007,"[0.176707, -0.278318, 0.088089, -0.182585, 0.115252, 0.040349, -0.014431, 0.07351, 0.134433, 0.022541, -0.340784, 0.176062, -0.000903, 0.214229, 0.192655, -0.095452, -0.134708, -0.14067, -0.317947, -0.166605, 0.329935, -0.125038, -0.034238, 0.003904, 0.180454, -0.04849, 0.081605, -0.285204, -0.336618, 0.062329, 0.111184, -0.202616]",1.007039,0.095312,1,2026-06-28 10:05:07.79297
58025,"[0.701015, 1.205352, 0.935348, -0.146555, 0.374943, -0.586315, -0.337841, -0.853454, 0.45727, 0.295453, -0.772247, -0.235294, -0.449024, 0.391901, 0.583527, -0.112688, 1.510302, -0.487977, 0.723648, 0.662958, 0.659612, -0.216279, -0.884669, 0.072677, 0.51902, -0.015142, -0.009435, 1.119829, 0.514634, -1.479173, -0.838869, 1.595352]",4.219183,-1.492683,465,2026-06-28 10:05:07.79297
58029,"[-0.097553, -0.654379, -0.507591, 0.497387, -0.146142, -0.296097, 0.138989, 0.246436, 0.405709, 0.233303, -0.617814, -0.246077, 0.154744, 0.157877, -0.071274, -0.217916, -0.339373, 0.294132, 0.039692, 0.045959, 0.425575, -0.418632, -0.023039, 0.317624, 0.232425, -0.420824, 0.617627, 0.259946, 0.073456, -0.901283, 0.265016, 0.099101]",2.033626,-0.054829,9,2026-06-28 10:05:07.79297
58047,"[-0.182077, 0.781355, -0.223972, -0.617191, 0.248103, -0.401018, -0.796504, -1.226122, 0.331793, -0.148353, -1.095449, 0.210066, 0.539114, 0.007902, 1.673806, -0.381133, 0.966582, 0.003806, 0.551498, 0.866759, 0.546392, -1.366035, -0.86265, 0.001717, 1.266699, 0.46471, 0.871376, -0.119761, 0.324751, -0.940063, -0.852769, 0.629301]",4.201638,-1.379902,604,2026-06-28 10:05:07.79297
58059,"[-0.013285, -0.634927, -0.015977, 0.187456, -0.430515, 0.168222, -0.055863, 0.111989, 0.001004, 0.728306, -0.443911, -0.194218, -0.352256, 0.040223, -0.062089, 0.030223, -0.375419, 0.19264, -0.256038, -0.197369, 0.18121, -0.442199, 0.218661, 0.498632, 0.258082, -0.115946, 0.339383, 0.054574, -0.271669, -0.489046, -0.380977, 0.209179]",1.752468,-0.158654,5,2026-06-28 10:05:07.79297
58078,"[-0.13486, 0.895557, 0.421934, -0.089701, 0.443448, -0.75784, -0.575733, -0.666623, 0.441897, 0.231619, -1.407031, -0.363487, -0.491539, 0.003996, 0.963408, -0.508827, 0.396845, 0.238789, 0.525653, 0.256215, 0.305249, -0.569323, -0.262253, 0.046094, 1.02021, -0.367444, 0.815893, 0.328482, -0.554322, -1.071472, -0.073454, 0.523302]",3.327347,-0.892840,97,2026-06-28 10:05:07.79297
58084,"[-0.021954, 0.393207, 0.021367, 0.105803, -0.27491, -0.660226, 0.246613, -0.516127, 0.334096, 0.338892, -0.393468, 0.012344, -0.687707, -0.332858, 0.526072, -0.69623, 0.296925, 0.342361, 0.137289, 0.300405, -0.111243, 0.113015, -0.134101, 0.552264, 0.24658, -0.052916, 0.542402, 0.596134, -0.359072, -0.469792, 0.173105, 0.354519]",2.147822,-0.429539,12,2026-06-28 10:05:07.79297
58094,"[0.264957, -0.037372, 0.037241, 0.130759, -0.422692, 0.100287, 0.049936, 0.025854, 0.002755, -0.0551, -0.588466, -0.017006, -0.442627, 0.270983, 0.206742, 0.022508, 0.15775, 0.030973, -0.165308, -0.44086, 0.609571, -0.090853, 0.054421, 0.252313, 0.4282, 0.084909, 0.150578, -0.166185, -0.471105, -0.288375, -0.258623, 0.14984]",1.507804,-0.060846,4,2026-06-28 10:05:07.79297
58103,"[1.015872, 0.95591, 0.645539, 0.104804, 0.259855, -0.929545, -0.154386, -1.329489, 0.291996, 0.786913, -1.081432, 0.177933, 0.27418, 0.172604, 1.186677, -0.531081, 0.491467, -0.203027, 0.287513, 0.713395, 0.195819, -1.023006, -0.001786, 0.085833, 0.043883, -1.267929, -0.076489, 0.140066, 0.421396, -1.144494, -1.035196, 1.516468]",4.154236,-1.499685,351,2026-06-28 10:05:07.79297
58105,"[0.404929, 0.171651, 0.530927, 0.193023, 0.230369, -1.065355, -0.701949, -1.179306, 0.49582, 1.066535, -0.610601, -0.170582, 0.129673, 0.640285, 0.506534, -0.029435, 0.787009, -1.033031, -0.055822, -0.357598, 0.41259, -0.121861, -0.292083, -0.239662, 0.566867, -0.057516, 0.357319, 0.563152, 1.112526, -0.830699, -1.335184, 1.67497]",3.935028,-1.513711,214,2026-06-28 10:05:07.79297
58107,"[-0.346632, 0.589368, -0.398326, -0.669535, -0.083904, -1.121477, 0.348575, -0.932331, 0.071019, 0.592945, -1.535372, -0.240038, -0.046046, 0.048309, 0.116295, -0.918129, 1.105104, 0.063195, 0.689905, -0.124143, 1.423818, -0.800791, -1.013775, -0.5605, 0.544409, -0.555723, -0.335895, 0.428369, -0.220282, -1.163264, -0.769898, 0.626686]",3.997283,-1.512043,136,2026-06-28 10:05:07.79297
58111,"[-0.302806, 0.345337, 0.272108, -0.094191, -0.258581, -0.397129, 0.53777, -0.13749, 0.036361, 0.320886, -0.823497, -0.41189, -0.458968, 0.32486, 0.313823, -0.213788, 0.080189, -0.17771, 0.294313, -0.096543, 1.135731, -0.497186, -0.303163, 0.249807, 0.170955, -0.898062, -0.124138, -0.095378, 0.124084, -0.694749, -0.39724, 0.530357]",2.421104,-0.005561,14,2026-06-28 10:05:07.79297
58123,"[-0.274602, 0.079012, -0.070426, -0.280451, -0.335957, -0.610895, 0.101719, -0.265874, -0.110457, -0.007222, -0.681736, -0.651237, 0.449362, -0.217735, -0.219523, 0.147615, 0.042912, -0.232274, 0.568193, -0.071991, 0.183147, -0.726231, -0.374002, 0.17236, 0.627558, 0.470466, 0.243265, 0.462954, -0.351157, -0.541088, -0.219383, 0.298711]",2.123505,0.158929,8,2026-06-28 10:05:07.79297
58146,"[-0.035622, 0.716249, -0.085776, 0.107013, -0.250349, -0.116791, 0.093082, -0.013373, 0.070865, -0.097081, -0.091401, 0.314162, -0.459266, -0.222018, 0.408878, -0.057529, 0.623032, 0.174695, -0.200212, 0.032958, 0.448929, 0.176452, -0.215247, -0.348742, -0.175592, 0.130607, -0.284753, 0.051064, 0.260443, -0.126914, -0.494483, 0.28091]",1.603085,-0.024087,3,2026-06-28 10:05:07.79297
58154,"[-0.181651, 0.086198, -0.538658, 0.334438, 0.599652, -0.753793, -0.82446, -0.730209, 1.016025, 0.064067, -1.249458, -0.690062, 0.407639, -0.523783, 0.904999, -0.570706, 0.385163, -0.432883, 0.379025, -0.001745, 0.742395, -0.985351, -0.50605, -0.859903, 0.77373, -0.526787, 0.597292, -0.305464, 0.352201, -0.860089, -1.097016, 1.012513]",3.828548,-1.194880,268,2026-06-28 10:05:07.79297
58156,"[0.261276, 0.740186, -0.419332, 0.730519, -0.291179, -1.053444, 1.102211, -0.351056, 0.751934, 0.016691, -1.353528, -0.388218, -0.00552, 0.217934, 1.812151, -0.771692, 1.057131, 0.03457, 0.360936, 0.42283, -0.207726, 0.746042, -0.431405, 0.40407, 0.664234, -0.446097, -0.299104, 0.80454, -1.243715, -0.600357, -0.0692, 1.183623]",4.171390,-1.662796,105,2026-06-28 10:05:07.79297
58162,"[0.246629, 1.541579, -0.370284, 0.369482, 0.046368, -0.232413, 0.101116, -1.398273, 1.332927, 0.3311, -1.247679, -0.897994, 0.710699, 0.639043, 1.808322, -1.048537, 0.310443, -0.196266, 0.459282, 0.855837, 0.378257, -0.561297, -0.125425, -0.016237, 0.887539, 0.345965, -0.025767, 0.839201, 0.071587, -0.383658, -0.865701, 0.555208]",4.317359,-1.388434,223,2026-06-28 10:05:07.79297
58185,"[-0.346999, -0.142969, -0.179189, 0.719316, -0.652665, -0.073781, 0.350062, -0.381338, 0.841803, 0.080746, -0.297904, -0.109354, -0.232625, -0.149776, -0.166, -0.412015, -0.654921, 0.236339, 0.02619, -0.240153, -0.038993, -0.657394, -0.346256, 0.618585, 0.545538, -0.596864, 0.635992, -0.161684, -0.438519, -0.031956, 0.333285, 0.461914]",2.358194,-0.093075,13,2026-06-28 10:05:07.79297
58191,"[0.059622, 0.167496, -0.460012, 1.091616, -1.078718, -0.370834, -0.256156, -0.99383, 0.68987, -0.092635, -0.571077, 0.033007, 0.646946, -0.553562, 0.63305, -0.06886, -0.510911, 0.223179, 0.628737, -0.146252, -0.543904, 0.187622, 1.207117, 0.890964, 0.039369, -0.579328, 1.196011, -0.002342, -0.342405, -1.04103, -0.07279, 1.672419]",3.848624,-1.622683,156,2026-06-28 10:05:07.79297
58223,"[-0.332093, 0.360438, 0.348137, 0.274724, -0.028536, -0.122437, -0.037828, -0.42195, 0.007996, 0.208897, -0.951803, -0.3157, -0.202615, -0.316342, -0.284607, 0.375417, -0.345501, 0.337712, 0.39013, 0.169719, -0.022882, -1.469844, 0.459734, 0.950695, 0.880329, -0.518781, 0.493576, 0.551545, -0.008614, -1.071185, -0.343157, -0.175832]",2.936528,-0.544694,30,2026-06-28 10:05:07.79297
58246,"[0.162361, 0.280112, -0.385729, 0.680007, 0.249058, -0.283133, 0.012081, -0.460958, 1.205934, 0.275745, -1.079195, 0.302312, -0.092423, 0.067115, 1.123014, -0.99481, -0.079854, 0.420972, -0.131833, -0.614662, 0.140786, -1.169435, 0.244567, 0.294861, 0.765508, -0.127056, 0.600456, -0.559938, -0.046372, 0.058521, -0.779989, 0.534488]",3.226431,-0.283610,37,2026-06-28 10:05:07.79297
58274,"[-0.222796, -0.086632, -0.045691, -0.021032, -0.28466, 0.049324, 0.066196, -0.012232, 0.06102, 0.171417, 0.173583, 0.047248, -0.048317, 0.150327, 0.039442, 0.24837, -0.209344, 0.139165, -0.091178, -0.051755, 0.345194, 0.115231, 0.170997, 0.34652, -0.102847, -0.066869, 0.191837, -0.230843, -0.301261, -0.019309, -0.218821, 0.117007]",0.956606,-0.005441,1,2026-06-28 10:05:07.79297
58287,"[-0.248187, 0.334982, 0.001038, -0.955581, 0.250419, -0.191432, 0.073997, -0.275458, 0.62432, 0.135213, -0.372617, -0.525587, 0.164233, -0.507304, 0.35859, 0.167454, 0.320794, 0.122728, 0.2648, -0.898315, 0.300619, -0.552514, 0.146191, 0.959211, 0.296754, -0.356255, 0.28358, 0.116106, -0.625318, -0.949414, -0.547443, 0.123743]",2.603884,0.056459,17,2026-06-28 10:05:07.79297
58291,"[0.319034, 0.580246, 0.013527, -0.145898, -0.2865, -0.343877, 0.496823, -0.171166, 0.318257, -0.160645, -0.548304, -0.29587, -0.088864, -0.010243, 0.325294, -0.219647, 0.514684, 0.291768, 0.021332, -0.495732, 0.750603, -0.161731, -0.221267, -0.12189, 0.342935, -0.54576, -0.131646, 0.492038, 0.09397, -0.38698, -0.546005, 0.574286]",2.079602,0.069988,8,2026-06-28 10:05:07.79297
58293,"[0.046219, 1.184768, 0.567603, -0.293184, 1.289374, -0.670221, -0.335191, -0.373762, 0.368235, 0.48157, -0.483671, -0.898641, -0.547604, -0.029814, 1.023818, -0.255913, 1.091689, -0.425723, 0.653931, -0.141694, 1.074623, -0.086129, -1.128623, -1.046622, -0.538489, -1.042572, 0.31594, 0.919559, -0.706749, -1.364612, -0.880514, 1.597093]",4.512571,-1.017620,290,2026-06-28 10:05:07.79297
58295,"[0.31238, 0.975676, 0.066701, 0.649174, -0.072111, -0.729838, -0.633367, -1.134593, 0.50721, 0.199579, -1.028475, -0.177103, 0.019315, 0.211144, 1.915137, -0.724269, 0.225195, -0.25727, 0.350349, 1.131607, -0.116606, -0.336505, 0.599027, 0.015861, 0.266005, -0.4635, 0.115129, -0.127362, 0.490591, -1.053489, -0.238277, 1.475538]",3.902677,-0.678302,910,2026-06-28 10:05:07.79297
58297,"[0.199212, 1.148192, 0.505711, -0.423874, 0.322095, -0.314347, 0.256758, -0.517434, 0.758217, 0.630932, -0.505414, -1.884539, -0.988057, -0.265985, 0.425349, -0.187053, 0.496862, -0.474335, 0.427794, -0.338785, -0.039552, 0.034388, 0.325408, 0.351775, 0.426369, 0.502951, -0.075393, 0.563359, -0.059804, -1.291973, -0.448447, 1.700441]",3.859753,-1.314976,121,2026-06-28 10:05:07.79297
58299,"[0.02348, 0.778312, -0.088315, 0.887867, 0.052267, -0.933054, -0.127973, -0.708131, 0.409527, 1.091404, -0.505659, 0.656117, 0.383345, 0.317258, 1.026945, -0.265448, 1.025341, -0.592871, 0.358535, 0.178126, 0.597725, -0.064475, 0.584996, -0.022144, 1.121322, -0.249327, 0.347716, 0.864165, 0.563058, -0.42805, -1.156762, 0.742878]",3.613308,-1.008944,387,2026-06-28 10:05:07.79297
58301,"[-0.634591, -0.358359, 0.518769, 0.192148, 0.700173, -0.276788, 0.29442, -0.06214, 1.237025, 1.300715, -1.392102, -0.497354, 0.70902, -0.42698, -0.046355, -0.028571, 0.168637, 1.002263, 0.502374, 0.143774, -0.437842, -0.15015, 0.345877, 0.963475, 0.190676, -0.315931, 0.501359, 0.056388, -0.745681, -0.915122, -0.258325, 0.887674]",3.577294,-1.359755,165,2026-06-28 10:05:07.79297
58303,"[0.002502, 0.300603, -0.270344, 1.048944, -0.129118, -0.68615, -0.588711, -0.616155, 0.219298, -0.82207, -0.405537, -0.49459, 0.206756, -0.272335, 1.022438, -0.655444, -0.700665, -0.434729, 0.985416, 0.053846, 0.136311, -1.241096, 0.709894, 0.609766, 0.006374, -0.831936, 1.245074, -0.161015, 0.337296, -1.299513, 0.338581, 1.31783]",3.900378,-0.909691,716,2026-06-28 10:05:07.79297
58306,"[-0.306961, 0.31292, 0.250521, 0.906159, -0.269945, -1.061377, 0.087812, -0.573346, -0.111566, -0.123403, 0.195334, -0.827591, -0.553978, -0.229932, 1.089578, -0.516055, -0.550404, -0.424042, 0.443092, -0.24481, 0.369337, -0.349456, -0.021179, 0.070998, 0.396212, -0.2477, 0.962722, 0.19517, 0.201192, -1.434366, -0.136503, 1.68911]",3.511660,-0.738323,255,2026-06-28 10:05:07.79297
58309,"[0.294535, 0.305694, -0.408135, 0.249725, -0.371235, -0.324761, -0.048495, -0.228807, 0.318846, 0.547893, -0.523538, -0.381346, 0.768478, 0.059328, 0.293606, -0.075443, -0.916443, 0.054393, 0.909516, 0.115409, 0.646456, 0.170089, 0.510309, 0.025233, 0.06443, -0.620571, 0.533566, 0.704968, 0.245435, -0.572773, 0.351389, 0.721614]",2.609437,-0.068497,14,2026-06-28 10:05:07.79297
58315,"[0.547331, 0.553245, -0.307244, 0.022267, 0.1821, -0.923945, 0.833793, -0.579837, 0.4201, -0.141497, -1.357633, 0.424984, 0.269382, 0.164741, 0.70923, -0.268274, 0.90192, -0.100856, 0.477683, -0.02273, 1.04836, 0.060593, 0.210422, 0.3354, -0.033143, -1.442312, -0.323736, 0.910912, -0.150542, -0.350896, -0.064795, 0.511677]",3.354599,-0.342357,36,2026-06-28 10:05:07.79297
58324,"[0.273858, 0.454064, -0.107391, -0.285292, -0.284571, -0.236704, 0.561791, -0.255888, 0.495539, 0.09168, -0.264852, 0.284654, -0.663151, 0.472564, 0.091445, 0.044944, 0.190152, 0.190418, 0.169848, -0.455323, 0.712415, -0.310297, -0.459171, -0.0959, 0.296839, -0.463742, 0.15728, 0.234685, -0.035483, 0.037472, -0.532168, 0.026755]",1.942371,-0.170862,6,2026-06-28 10:05:07.79297
58332,"[-0.032755, 0.695488, -0.340683, -0.668334, 0.333671, -0.724862, 0.091249, 0.536024, 1.64611, 0.502667, -0.760479, -0.710827, -0.089868, 0.078757, 0.44739, 0.439312, 0.264798, 0.137693, 0.140411, -0.633716, -0.363853, 0.610382, 0.545234, 0.461484, -0.258023, 0.140165, 0.20724, 0.933023, -0.722899, -0.934103, -1.006986, 0.861972]",3.480050,-0.927590,69,2026-06-28 10:05:07.79297
58334,"[0.271114, 0.16332, -0.228364, 0.540604, -0.040708, -0.473824, -0.303613, -1.032501, 0.745566, 0.703833, -1.586706, -0.967259, 0.777643, -0.258861, 0.307054, -0.572204, 0.18751, -0.038526, 0.398614, 0.245071, 0.222997, -0.552625, -0.02846, 0.561641, 0.946167, 0.528746, 0.802019, 0.388794, 0.058977, -0.682775, 0.020972, -0.459034]",3.317209,-0.767231,54,2026-06-28 10:05:07.79297
58347,"[-0.21875, 0.789374, -0.627837, -0.28938, 0.442407, -0.204574, -0.577927, -1.496236, 0.68172, 0.919957, -0.266475, -0.725037, 0.228233, 0.17471, 0.715279, -1.194822, 0.339254, -0.662722, 0.363318, -0.528135, 0.624116, -1.29695, -0.813964, 0.058188, 1.400233, 0.726579, 0.29669, 0.700797, 0.25793, -0.19082, -1.550763, 0.388264]",4.161463,-1.725844,281,2026-06-28 10:05:07.79297
58351,"[-0.718829, 0.199966, 0.501525, 0.931809, -0.180499, -0.492116, -0.643181, -0.679883, 0.053683, -0.495113, -0.806476, -0.379467, 0.338404, -0.885567, 0.682553, -0.876032, -0.552633, -0.045189, 0.559762, -0.21273, 0.221938, -0.237162, 0.623193, 0.55942, 0.004784, -0.596278, 0.412431, 0.801867, -0.125328, -1.850166, 0.241201, 1.318851]",3.725524,-0.668642,158,2026-06-28 10:05:07.79297
58365,"[0.096936, -0.539768, -0.574665, 0.110421, -0.241718, -0.3984, 0.165047, -0.107012, 0.753236, 0.358317, -0.596553, 0.65942, 0.140425, -0.166848, 0.396068, -0.624252, -0.39, 0.066477, -0.060531, -0.057802, 0.3109, 0.458423, 0.398553, -0.149139, -0.40435, -0.010317, 0.826737, 0.059269, -0.909648, -0.236124, 0.121777, 0.510046]",2.374833,-0.055690,12,2026-06-28 10:05:07.79297
58367,"[0.15391, 0.499048, -0.289538, 0.075642, 0.164612, -0.297311, -0.330256, -0.287203, -0.219214, -0.205617, -0.494488, -0.314259, 0.517612, -0.427883, -0.068007, -0.306002, -0.02078, 0.102015, 0.346318, 0.476601, 0.476015, -0.325378, 0.2479, 0.391792, 0.260457, -0.143377, 0.482315, 0.0659, -0.189431, -0.453954, 0.129625, 0.962893]",2.017138,0.026065,9,2026-06-28 10:05:07.79297
58376,"[-0.009484, 0.719774, 0.494588, 0.462395, 0.737144, -0.826493, 0.833744, -0.438259, 1.224264, -0.062033, -0.794945, -0.371308, -0.394662, -0.679254, -0.267661, -0.368608, 0.011998, 0.176142, 0.457418, 0.381228, -0.049262, -0.184072, 0.00527, 0.788373, 0.60569, -1.328025, 1.314412, 0.261033, -0.479383, -1.56816, 0.143417, 0.83474]",3.816232,-0.952597,231,2026-06-28 10:05:07.79297
58379,"[-0.007097, 0.287332, -0.259405, 0.206842, 0.452476, -0.821477, 0.408385, 0.103638, 0.219826, 0.237709, -0.383261, -0.105941, 0.249145, 0.123199, 0.187163, 0.099701, 0.609369, -0.594512, 0.871858, 0.064864, 0.142664, -0.535423, 0.853378, 0.224831, 0.151738, -0.555592, 0.802129, 0.900819, 0.592375, -1.120447, 0.276889, -0.006712]",2.771190,-0.399224,22,2026-06-28 10:05:07.79297
58381,"[-0.374443, -0.043334, 0.11, 0.471389, -0.161554, -0.544049, 0.190869, -0.054297, 0.487087, -0.20582, -0.775352, -0.445696, 0.377676, -0.341344, -0.261766, -0.374358, -0.420353, 0.130723, 0.364666, -0.229203, -0.061172, -0.278117, 0.453222, 0.297935, 0.597778, -0.66004, 0.386195, 0.021097, 0.083557, -0.769218, 0.419455, 0.295103]",2.200902,0.242330,13,2026-06-28 10:05:07.79297
58404,"[-0.043948, 0.018808, -0.500792, -0.091419, -0.605258, -0.422797, 0.782867, 0.421677, 0.176945, 0.123917, -0.606219, -0.067941, -0.87714, 0.364667, 0.06649, -0.087109, 0.821022, -0.090652, -0.086496, 0.611172, -0.140548, -0.579884, 0.546646, 0.002677, 0.19543, 0.77329, 0.780101, 0.538708, -0.557977, -0.201316, -0.555232, 0.602744]",2.684568,-0.520884,19,2026-06-28 10:05:07.79297
58411,"[-0.415351, -0.179705, 0.096798, 0.176791, 0.08835, -0.161949, 0.181319, -0.079673, 0.150094, 0.294065, -0.146643, -0.182522, 0.181561, -0.320529, -0.067796, 0.092015, -0.139811, 0.290348, 0.120015, 0.177014, -0.044318, -0.239405, 0.075623, -0.126447, 0.06533, -0.208852, 0.203556, 0.031966, -0.086218, -0.073415, 0.235077, 0.085954]",1.013740,0.040043,1,2026-06-28 10:05:07.79297
58418,"[0.518644, -0.472693, 0.178734, -0.169249, -0.420295, -0.033761, -0.474254, -0.54372, 0.623434, 0.454125, -0.555208, 0.13168, 0.25691, 0.205635, 0.399661, -0.4918, 0.250166, -0.260237, 0.824184, 0.202857, 0.869393, -1.229397, -0.54024, 0.122688, 0.874183, 0.155865, 0.082775, -0.072375, -0.030422, -0.674548, -0.055202, 0.062601]",2.714799,-0.361009,25,2026-06-28 10:05:07.79297
58422,"[-0.310987, -0.194999, 0.101886, 0.625475, -0.294912, -0.210782, 0.455566, 0.117533, 0.055359, 0.75563, 0.019082, -0.254528, -0.303368, 0.278262, -0.308501, 0.321944, -0.098587, 0.168474, -0.190565, -0.030307, 0.405986, -0.239534, 0.536448, 0.529022, 0.390624, -0.126774, -0.038048, 0.217105, -0.113883, -0.18801, -0.366344, -0.203859]",1.789712,-0.248787,6,2026-06-28 10:05:07.79297
58425,"[-0.74109, 0.380283, -0.169065, 1.251643, -0.078162, -1.218785, -0.020096, -0.501496, 1.020402, -0.613074, -1.10248, -0.78016, -0.298068, -0.702973, -0.136802, -0.436738, -0.616815, -0.244337, 0.888447, 0.272403, 0.2585, -0.819213, 0.555202, 1.165097, -0.488425, 0.364468, 1.209594, 0.670298, -0.844863, -0.187915, -0.231742, 0.332043]",3.869153,-1.091279,160,2026-06-28 10:05:07.79297
58432,"[-0.285003, -0.247879, -0.174684, 0.633779, 0.072961, -0.842079, -0.289845, -0.509738, 0.576696, 0.406442, -0.760561, -0.3147, -0.277854, -0.037321, 0.822859, -0.036211, -0.033997, 0.121844, 0.184549, 0.453147, 0.086842, -0.381034, -0.241153, 0.24928, 0.603763, 0.090508, 0.143313, 0.002976, -0.42934, -0.699463, 0.940595, 0.299605]",2.476924,-0.314127,14,2026-06-28 10:05:07.79297
58434,"[0.023373, 0.280313, -0.181574, 0.195874, -0.061887, -0.185455, -0.299021, 0.046412, 0.358627, -0.114948, -0.239622, 0.125531, -0.125006, -0.090286, 0.026288, -0.065099, -0.008256, 0.135759, -0.055649, 0.71855, 0.378072, -0.013587, 0.148818, -0.178281, -0.199776, 0.240805, 0.05113, 0.164074, -0.079611, -0.547875, -0.0085, 0.222452]",1.320006,0.204871,3,2026-06-28 10:05:07.79297
58439,"[-0.095426, 0.338597, 0.06637, -0.174754, -0.180817, -0.048724, 0.088451, -0.026566, -0.296715, 0.390276, 0.342123, 0.727043, 0.028058, 0.335557, 0.682761, 0.030007, 0.154942, -0.252646, -0.711408, 0.341816, 0.66502, -0.070535, 0.145197, 0.169666, -0.277749, -0.287214, 0.073535, -0.605118, 0.052257, -0.52125, -0.501027, 0.090768]",1.985327,-0.254518,9,2026-06-28 10:05:07.79297
58485,"[0.47266, 0.286859, 0.043074, -0.681087, 0.270152, -0.478282, 0.355669, 0.266504, 0.7935, 0.425491, -0.321835, -0.370402, -0.083705, 0.192779, 0.13425, 0.02928, 0.849926, -0.305159, 0.482147, -0.892498, -0.093757, 0.492988, 0.218862, -0.039328, 0.185256, 0.172891, 0.067194, 0.308162, -0.250699, -0.524646, -0.476673, -0.003341]",2.293472,-0.048446,10,2026-06-28 10:05:07.79297
58490,"[-0.41048, 0.356698, -0.523497, 0.433243, -0.477054, -0.979602, -0.986242, -1.538721, 0.819349, 0.716638, -0.454152, -0.066514, 0.170949, 1.009931, 0.884109, -0.791803, -0.217484, -0.664559, 0.749179, 0.09841, 0.472483, -1.749384, -0.071856, -0.226724, 1.152853, 0.400322, 0.322203, -0.771518, 0.262737, -0.335957, -0.904132, 0.856509]",4.178488,-1.383892,224,2026-06-28 10:05:07.79297
58492,"[-0.119692, -0.535264, 0.745536, 0.571333, -0.317799, -0.658006, -0.54931, -0.515964, 0.86593, 0.748341, -1.014957, -0.616592, -0.133117, 0.557973, 0.85986, -0.729447, 0.091989, 0.681229, -0.225278, -0.276914, -0.264658, -0.20592, 0.348411, 1.010055, 0.268391, 0.695315, 0.859257, -0.27367, -0.966247, -0.790931, 0.044898, 0.780037]",3.463827,-1.281434,70,2026-06-28 10:05:07.79297
58494,"[-0.062655, -0.251694, -0.493538, -0.141649, -0.254798, -0.17896, -0.3653, -0.837805, 0.358035, -0.09316, -0.740849, 0.164668, 0.371354, 0.110959, 0.586495, -0.108281, 0.154061, -0.911238, -0.038411, 0.259764, -0.154392, -0.611585, -0.027018, 0.529693, 0.818463, 0.033593, -0.004252, -0.737205, 0.113406, -0.2396, -0.099176, -0.013372]",2.319265,0.063410,14,2026-06-28 10:05:07.79297
58520,"[0.068963, -0.435808, 0.066431, 0.616712, -0.587848, -0.009265, 0.096196, 0.337685, 0.624198, 0.285903, -0.281717, -0.275179, -0.281434, -0.095382, -0.491355, -0.36768, -0.123123, -0.187775, -0.033859, -0.470343, 0.262445, 0.19541, 0.418407, 0.567804, 0.111368, -0.113526, 0.34567, 0.057394, -0.491486, -0.147967, -0.131721, 0.512264]",1.925707,-0.221041,9,2026-06-28 10:05:07.79297
58554,"[0.301578, -0.128396, -0.010026, 0.980912, 0.152712, -0.107991, 0.52248, 0.059951, 0.00576, -0.148095, -0.926156, -0.489839, -0.165484, -0.095948, -0.143143, 0.064871, -0.676971, 0.128665, 1.014434, -0.193859, 0.03591, -1.240673, -0.044607, 1.019645, 0.241793, -0.910394, 1.414279, 0.514094, 0.220367, -1.472628, 0.217082, -0.070547]",3.479515,-0.985905,50,2026-06-28 10:05:07.79297
